Question,Answer
"She deserves a little respect, picking up her 17th Grammy for her rendition of ""A House Is Not A Home""",Aretha Franklin
"Da da da dada something something ""want mealier"" / This tiny president was ""The Sage of Montpelier""",Madison
He transformed his country into the first Communist state in the Western Hemisphere,Fidel Castro
"This playwright adapted several Chekhov stories for his play ""The Good Doctor"" (Hint: Marsha Mason was in it)",Neil Simon
"""Skirl"" is the shrill sound made by this musical instrument of the Highlands",a bagpipe
"(Kelly of the Clue Crew indicates a series of sinusoids on the monitor.)  When a wave is canceled out by an equal & opposite wave, the result is ""complete destructive"" this, like what messes up radio transmissions",interference
"Roses are red / Violets are blue / This ""House of Mirth"" author / Was born in 1862",Edith Wharton
In April 1969 he left the world stage & retired to his home at Colombey-les-Deux-Eglises,Charles de Gaulle
"In 1997 Amy Irving, Lili Taylor & Jeanne Tripplehorn were a triple threat in this play",Three Sisters
"(Cheryl of the Clue Crew speaks from a library.)  In ""Robinson Crusoe"" the name of this amphibian means ""a loop to hold a sword""; today, it's the name of this type of fastener",a frog
"This color precedes ""body"" in the name of an object that absorbs all radiant energy falling on it",black
"In days of old, this knight was bold, in the 17th c. scene / On muddy ground, his cloak was found / Like his head in 1618",Sir Walter Raleigh
This Caribbean leader's famous nickname was appropriate--he graduated from medical school in 1934,"""Papa Doc"" (Duvalier)"
"In 1966 this ex-wife of Laurence Olivier appeared on Broadway for the last time, as John Gielgud's wife in ""Ivanov""",Vivien Leigh
"An ichnite or ichnolite is a fossilized one of these, perhaps from a sasquatch?",a footprint
"(Jon of the Clue Crew indicates a balance on a monitor.)  With the torque pushing the bar clockwise equal to the torque pushing it counterclockwise, the bar is in the rotational type of this",equilibrium
"In 1492 / He sailed the ocean blue / He'd later lead the first fleet to reach India from Europe (Yep, that's bad poetry)",Vasco da Gama
"This future king of Sweden received bricks, a trowel & a real yoke with 2 pails for his 5th birthday in 1951",King Carl Gustaf
George C. Scott & Julie Christie shared the stage in this play in '73 with a very avuncular Nicol Williamson,Uncle Vanya
It's probably been a while since you've seen a typewriter; remember this 6-letter term for the roller?,a platen
"A measure of energy that can't be converted into work, it's causing the universe to run down into bleak nothingness",entropy
"With Nicole Kidman to cheer him on, he won for Male Country Vocal Performance, his first Grammy ever",Keith Urban
"Half brother of Sir Austen / Took appeasement to the hilt / He was the sittin' / PM of Britain / & no, his name was not Wilt",Neville Chamberlain
"(Linda Park of Star Trek fame reads the clue.)  I was born in Korea in 1978, the year before this dictator (no relation) was removed from power",Park Chung Hee
A 2006 staging of this Chekhov classic was fruitful for leading lady Annette Bening,The Cherry Orchard
"An explanatory comment, or in old manuscripts, a chapter heading or initial letter written in red",a rubric
"To get the name of its country, add 2 letters to the end of this world capital city",Tunis
"On March 1, 1692 Sarah Good didn't have a good day as she was interrogated as a possible witch in this town",Salem (Mass.)
"""I'll tell ya what I want, what I really, really want""--never to hear this group's 1996 song ever again!",The Spice Girls
"Sardo, Stilton, Tilsit",cheeses
"A stiff this, very serious--clearly meningitis.  Make that whiplash.  Cervical arthritis.  You slept wrong",a stiff neck
"Providing most of government revenues, it's the tax on individual & business earnings",the income tax
You don't need to tickle the ivories on this device that uses a roll of perforated paper to activate the keys,a player piano
"On March 1, 2006 this online encyclopedia reached its 1 millionth user-submitted article",Wikipedia
Maybe it would have been better if this Oscar-winning song from a 1997 movie froze to death in the Atlantic as well,"""My Heart Will Go On"""
"""The Searchers"", ""The Shootist"", ""The Quiet Man""",John Wayne movies
"A rash?  It's hives.  Scratch that.  Allergic purpura.  No, hidradenitis suppurativa, inflammation of these glands",sweat
In 1978 California's Proposition 13 lowered the rates of this tax by 57%,property
This soft modeling clay for kids was introduced in 1955,Play-Doh
"On March 1, 1781 Maryland ratified this document & the U.S. had its first stab at a Constitution",the Articles of Confederation
"""Come & find me, my name is"" this, ""always at the party con las chicas que son buena""","""Macarena"""
"Draco, Lyra, Mensa",constellations
"Shortness of breath--must be a heart attack.  No, histoplasmosis.  Of course!--this red blood cell insufficiency",anemia
It's the tax on earnings from the disposition of securities & investment,capital gains
This 2-word TV innovation premiered in the 1963 Army-Navy game,instant replay
"Injuring several representatives, nationalists from this U.S. territory opened fire on Congress on March 1, 1954",Puerto Rico
"""Life is brilliant"" & sure, your ""love is pure"", but let's be blunt, James: this ""pretty"" song of yours is on the list","""You're Beautiful"""
"Egbert, Canute, Edward III",Kings of England
"You have acoustic neuroma.  Actually, presbycusis.  No, ceruminosis, that's why this is reduced",your hearing
"When this is levied on the purchase or consumption of a specific commodity, it's called an excise tax",a sales tax
How often a particular song is broadcast on the radio,airplay
"The first contact of a manmade object with another planet came March 1, 1966, when a Soviet probe landed here",Venus
"This Sisqo song about a piece of clothing mentioned another song on the list, ""Livin' La Vida Loca""","""Thong Song"""
"Stede Bonnet, ""Calico"" Jack Rackham, Henry Morgan",pirates
"The fever clearly indicates mono--oops, colitis.  No, TB.  Of course, this bacterial ailment aka septic sore throat",strep throat
"Also called a capitation tax, it's an illegal tax levied for the right to vote",a poll tax
"To pretend to be asleep or dead, like a New World marsupial",play possum
"10 years after Newman & Redford, Tom Berenger & William Katt played this duo in their early days",Butch Cassidy & the Sundance Kid
In 1961 Nikita Khrushchev changed its name to Volgograd; this name had lasted almost 40 years,Stalingrad
In 1874 Charles Hodge argued that the perfection of this human sense organ makes it obvious we were designed,the eye
"If vou're in the entrance hall named for this emperor & need to see a man about a horse, relax--it has 2 loos",Napoléon Bonaparte
"Gray: ""The curfew tolls the knell of parting"" this",day
"A 2-seated pleasure carriage, with or without ""the fringe on top""",a surrey
"In ""History of the World, Part I"" he plays a waiter at the Last Supper & asks if the diners want separate checks",Mel Brooks
This grassy plain covers Russia from its border with Ukraine east to the Altai Mountains in Siberia,a steppe
Hodge is a village in this state's Jackson Parish,Louisiana
"Masefield: ""All I ask is a tall ship / And"" this ""to steer her by""",a star
"A rapid stream of water, or a violent downpour of rain",a torrent
The bombing of the city of Darwin is featured in this Baz Luhrmann epic,Australia
"Mount Elbrus, Europe's highest point at 18,510 feet, rises in this range along the border with Georgia",the Caucasus
Comic book supervillain Cameron Hodge is an arch-foe of this group of mutant superheroes,the X-Men
"Blake: ""Tyger! Tyger! burning bright, in the"" these ""of the night""",forests (forest accepted)
Short pistol named for gunsmith Henry,a Derringer
The bombing of Pearl Harbor is featured in this Richard Fleischer epic! epic! epic!,Tora! Tora! Tora!
"The Lena River, one of Russia's longest, rises 10 miles from this deep Siberian lake & flows 2,734 miles to the Arctic Ocean",Lake Baikal
"In 1994, Member of Parliament Margaret Hodge nominated this man as leader of Britain's Labour Party",Tony Blair
"Pope: ""Hope springs eternal in"" this; ""Man never is, but always to be, blest""",the human breast
Containing iron,ferrous
In this 1952 film assassins gun down the title Mexican revolutionary but miss his horse,Viva Zapata!
In 1949 the Ainu people were expelled from this largest Russian island & relocated to Hokkaido,Sakhalin
"""Drummer Hodge"", a poem by this ""Mayor of Casterbridge"" author, recounts a young soldier's burial",(Thomas) Hardy
"Service: ""...the queerest they ever did see / Was that night on the marge of Lake Lebarge / I cremated"" him",Sam McGee
"A small earthenware casserole dish, or the pate made in it",terrine
"Often described as a redhead, this accused killer called her hair light brown on her 1890 passport application",Lizzie Borden
"After a life-changing trip to Mecca in 1965, Malcolm X had a new slogan: these ""or Bullets""",Ballots
These sour wild apples are usually less than 2 inches in diameter,crabapples
A straight line that touches the outside of a circle at only one point is called this,tangent
"1964: ""Super- califragilistic- expialidocious""",Mary Poppins
"It's the holiday you associate with the ""Wearing of the Green""",St. Patrick's Day
A house with floors that differ by about half a story,split-level
"For hippies, it was Manhattan's equivalent of San Francisco's Haight-Ashbury district",Greenwich Village
"Appropriately, the Empire apple was introduced in this U.S. state in 1966",New York
"(Jimmy of the Clue Crew)  With this blue line, I've done this to the angle",bisect it
"1980: ""Redrum!""",The Shining
"Japan's Shichi-Go-San, or ""7-5-3"", celebrates 5-year-olds wearing trousers & 7-year-olds tying this with an obi",kimono
"These singing & dancing animals hosted their own Saturday morning ""Adventure Hour"" from 1968 to 1970",the Banana Splits
"Its first director was a sargent, Sargent Shriver",Peace Corps
"The name of this world capital precedes ""Beauty"" in the name of an apple variety that's excellent for baking",Rome
The volume of one type of this solid is computed by determining the area of a circle & multiplying it by the height,cylinder
"1991:  ""A census taker once tried to test me.  I ate his liver with some fava beans and a nice Chianti""",The Silence of the Lambs
Susan B. Anthony Day is the day after this federal holiday,Valentine's Day
"On May 25, 2000 Sony investors suddenly had twice as many shares thanks to one of these actions",stock split
"A comedy troupe, or what critics found forming between what was reported & what was happening in Vietnam",credibility gap
The Jonagold is a hybrid of the Golden Delicious & this red apple variety,Jonathan
"The foundations of analytic geometry were first laid out in this Frenchman's 1637 book ""Geometrie""",Rene Descartes
"1999: ""I see dead people""",The Sixth Sense
"In 1985 President Reagan signed Public Law 99-54 recognizing ""Pause for the Pledge"" as a part of this day's activities",Flag Day
It could be slang for a town where divorced people live,splitsville
"(Sofia of the Clue Crew at the Johnson Space Center in Houston)  This capsule sent into space in 1965 weighs 8000 pounds, only about 2,500 more than a 1965 Lincoln Continental",Gemini
This tart green apple was first cultivated by a certain Australian lady named Maria Ann,Granny Smith
"On the road it's a type of ""strip""; in a triangle it's a line extending from the midpoint of a side to the opposite angle",median
"1995: ""You think you can catch Keyser Soze?""",The Usual Suspects
"The name of this Christian observance is from the Greek for ""fiftieth day""",Pentecost
"In football, you'll find them outside the offensive tackles or when the quarterback has a bad hair day",split ends
"Warsaw, Rome, Madrid",Warsaw
This female trio has gone from singing on the streets of Dallas to the country & pop charts,The Dixie Chicks
"The cartooning gods smiled on Dec. 8, 1894, which produced James Thurber & Elzie Segar, creator of this sailorman",Popeye
"In the original tale, Elizabeth, the bride of this man, is strangled by the monster",Frankenstein
The 7 points on the star of Jordan's flag are for the first 7 verses of this book,the Koran
"To look through your attic for a particular item, maybe just before the sale of the same name",rummage
"Pretoria, Addis Ababa, Algiers",Algiers
"Seen here, this late night TV ""cat"" is also a noted jazz guitarist",Kevin Eubanks
"May 9, 1936 gave England Glenda Jackson & this actor whose film roles include Daddy Warbucks & Hercule Poirot",Albert Finney
S'posin a fella was to meet the lady that birthed Tom Joad; he could jus' call her this,Ma
"Ordering parts for your Togo flag?  You'll need a star, a canton & 5 of these, to go",stripes
"Effervescence, in liquid",fizz
"Jakarta, Manila, Beijing",Beijing
"If you're humming a movie theme, chances are good it's by this ""Jaws"" & ""Star Wars"" composer",John Williams
"Freud, who explored the mind, shared his May 6, 1856 birth date with this man who explored the Arctic",Robert Peary
"Robert Jordan could sing, ""I've just met a girl named Maria / she was brutalized by Fascists"" in this Hemingway novel","""For Whom the Bell Tolls"""
"Narciso Lopez' La Estrella Solitaria, ""The Lone Star"" banner, is this island country's present flag",Cuba
Africa's closest point to the continent of Europe lies in this country 8 miles away,Morocco
"Riyadh, Baghdad, Ankara",Ankara
"Albums by this piano player born in New Orleans include the fittingly titled ""Remedies""",Dr. John
"Bishop James Pike & this man named James were both born Feb. 14, 1913 & both later disappeared",James Hoffa
"Ladies, don't be like this Rostand heroine; make sure your suitor's great letters are really his own",Roxanne
"Its flag, adopted in 1929, has a 3-tiered tiara & a set of keys on it",Vatican City
To benefit from another's popularity is to use this part of his clothing,coattails
"Paris, Berlin, Brussels",Berlin
"Holy trivia!  He composed the theme heard here [from the ""Batman"" TV series]",Neal Hefti
"U.S. black leader Medgar Evers was born July 2, 1925, like this murdered first prime minister of the Congo",Patrice Lumumba
"Albertine, created by a man named Marcel, dallies with a man named Marcel in this work","""Remembrance of Things Past"""
This religious service for college graduates is usually held on the Sunday before commencement day,Baccalaureate
"Founded in 1898 when several cracker companies merged, in 2000 it passed from one tobacco company to another",Nabisco (it went from R.J. Reynolds to Philip Morris)
"He's buried in Westminster Abbey even though he's most famous for his ""Canterbury Tales""",Geoffrey Chaucer
"Derived from a Portuguese guitar called a machete, it was introduced into Hawaii in the late 19th century",Ukulele
"An ad line for this 1998 film read, ""On June 19 Take Your Greatest Fear and Multiply it By X""",The X-Files
"When this breaks, ""The cradle will fall, and down will come baby, cradle and all""",Bough
A smelt,Fish
"Common in Roman architecture, this term for a row of arches now often means a place to play video games",Arcade
"Caesar's lieutenant in Gaul, he was miffed that Caesar made Octavian his heir & not him",Mark Antony
The Highland version of this instrument has 2 tenor drones & a bass drone,Bagpipes
"[Hi, I'm Steve Harris of ""The Practice""] I played detective Briggs in the 1999 movie revival of this television series featuring youthful undercover cops",The Mod Squad
Whinny,Neigh
Canvasback,Duck
They're non-retractable & well-developed in the grizzly & delicious with coffee for breakfast,Bear claws
He showed that by planting peanuts & soybeans you could restore the nitrogen in the soil that growing cotton took out,George Washington Carver
This piano ancestor is named for its similarity to another instrument whose strings are also plucked,Harpsichord
"Mel, James & Jodie brought this little screen western to the big screen in 1994",Maverick
"This bone is ""connected to the hipbone""",Thighbone
Scarab,Beetle
"Hungarian-born Andrew Grove rose ""inside"" this computer chip company & made it dominant today",Intel
After WWII Enrico Fermi moved back to this city to teach at its university,Chicago
"A type of flute with 6 finger holes, its main modern use is in drum corps & military bands",Fife
Kenny gets killed early on in the 1999 film based on this series,South Park
"At 112 square miles, Queens is the largest of these administrative areas of New York City",Boroughs
Brown recluse,Spider
"Daisy Ashford's novel ""The Young Visiters"", written when she was 9, had a preface by this ""Peter Pan"" author",J.M. Barrie
"In 1848 he took 85 men, 2 cannons & 800 muskets from South America to Italy; how did he get through customs?",Giuseppe Garibaldi
"Toy instrument played by Paul McCartney on Ringo Starr's 1974 hit ""You're Sixteen""",Kazoo
Cloris Leachman played Granny in the 1993 big screen version of this TV classic,The Beverly Hillbillies
"An old prospector, or the type of bread he might eat",Sourdough
Coachwhip,Snake
Its symbol is Sn & it's used in plating cans & in toothpaste,Tin
"Among the Greek city-states, it was the only one that had a standing army",Sparta
These 2 men were the longtime pickin' & grinnin' hosts of the show,Buck Owens & Roy Clark
"In a parable, this character aids a man wounded by thieves & pays for his recovery",The Good Samaritan
"Honshu, this country's largest island, is home to about 80% of its population",Japan
"Found unsuitable for Mormon audiences, her smash hit ""Physical"" was banned for a time from Utah radio",Olivia Newton-John
Carter's body-shaking dances,Jimmy's shimmies
In 490 B.C. Pheidippides ran the 25 miles from this battle site to Athens with news of victory over the Persians,Marathon
"This man elected U.S. president in 1988 once declared that ""Hee Haw"" was his favorite show",George H.W. Bush
"After Pharaoh put him in charge of Egypt, he gathered so much corn he lost track of how much he had",Joseph
Iran's main crude oil terminal is on Kharg Island in this gulf,Persian Gulf
An edition of this children's story was banned in 1989 because it depicted a girl bringing alcohol to her granny,Little Red Riding Hood
Zachary's swabbies,Taylor's sailors
This seat of the most celebrated oracle of ancient Greece was considered the center of the universe,Delphi
"On ""Hee Haw"", he was the man who was often asked, ""What's for supper?""",Grandpa Jones
"He cast a ""legion"" of demons from a madman & put an end to his howling & raging",Jesus
"Let's calypso on down to this island's Icacos Point, the southernmost point in the West Indies",Trinidad
"This Mark Twain work was fourth on the list of ""The Most Frequently Banned Books in the 1990s""",Huckleberry Finn
Truman's fencing moves,Harry's parrys
In 594 B.C. this Athenian statesman drew up a code of law,Solon
"A regular on ""Hee Haw"", George Lindsey played this ""nutty"" character on ""Mayberry, RFD""",Goober
Jonah was angry when this Assyrian city he prophesied against wasn't destroyed,Nineveh
The Pacific country called the Federated States of this includes many of the Caroline Islands,Micronesia
"Because of its portrayal of the Jewish character Shylock, this play was banned in Michigan in 1980",The Merchant of Venice
Washington's metal workshops,George's forges
"The name of this ancient mountain pass on Greece's east coast means ""hot gates""",Thermopylae
"Don Harron was awarded the Order of Canada for playing a reporter at this ""Hee Haw"" radio station",KORN (Charlie Parkinson)
"After Adam & Eve were expelled from Eden, this type of angel, not seraphim, made sure they stayed out",Cherubim
The Cathedral of Notre Dame stands on this island in the middle of the Seine,Ile de la Cite (Isle of the City)
This Daniel Defoe work about a lusty 17th century wench has often been banned from U.S. mails,Moll Flanders
Ulysses' formicidae,Grant's ants
"The title of this women's magazine that turned 60 in 1999 used to end with ""Of Hollywood""",Glamour
"Of the 63 members the league had over the years, this was the only one expelled, for attacking Finland",Soviet Union/USSR/Russia
"This pale-color ""chocolate"" contains no chocolate liquor & therefore is not true chocolate",White Chocolate
Chemist Paul Lecoq de Boisbaudran named gallium after the Latin word for this country,France
"Her best-selling autobiography was titled ""I, Tina:  My Life Story""",Tina Turner
Commander's Palace is an elegant restaurant in this Louisiana city's Garden District,New Orleans
In 1995 this secret agent played by Don Adams was promoted to chief of CONTROL,Maxwell Smart/Agent 86
"After Italy invaded Ethiopia in 1935, this emperor made a vain plea for the league's help",Haile Selassie
"Chocolate-covered boysenberry squares are a specialty of this theme park in Buena Park, CA",Knott's Berry Farm
"In 1877 American astronomer Asaph Hall discovered this planet's moons, Phobos & Deimos",Mars
"B.B. King joined this band on ""When Love Comes To Town"" on their ""Rattle And Hum"" album",U2
"Children can dress up in old clothes in The Dress Up Shop, part of this Mass. city's Children's Museum",Boston
Looking for the Enterprise's chief Miles O'Brien?  He's been transferred to this Star Trek station,Deep Space Nine
The committee that drafted the league's covenant included this U.S. president,Woodrow Wilson
Schnecken are spiral-shaped sweet rolls; their name is German for these gastropods,Snails
Astronomer Sosigenes advised this Roman on the development of the calendar named for him,Julius Caesar
This 1960s pop & country star opened a hotel in Nashville called King Of The Road,Roger Miller
See where Johnny Weissmuller swung as Tarzan on the Lost River Voyage at Silver Springs in this state,Florida
He starred as Chief Petty Officer Otto Sharkey,Don Rickles
"Like the U.N., the league's administrative branch was headed by a person with this title",Secretary-General
"This ""trivial"" English dessert is made with sponge cake, wine, jam & custard",Trifle
"In 1661 Isaac Newton entered this university's Trinity College as a subsizar, a student with domestic duties",Cambridge
"Elvis' one appearance on this WSM country music program, October 2, 1954, was considered lackluster",Grand Ole Opry
"This Las Vegas hotel named for a Robert Louis Stevenson novel is home to Cirque Du Soleil's ""Mystere"" show",Treasure Island
(VIDEO DAILY DOUBLE): PBS children's game show that features the following chief: (picture of Lynne Thigpen),"""Where In The World (or Time) is Carmen Sandiego?"""
"On September 5, 1929 Aristide Briand presented a plan to create a ""United States Of"" this",Europe
"Mascarpone, a rich type of this dairy product, is an ingredient in tiramisu",Cheese
In 1969 this lead singer of Paul Revere & The Raiders began pursuing a solo career,Mark Lindsay
"Not far from Lahaina, Kaanapali Beach on this Hawaiian island is noted for its luxury resorts",Maui
This San Francisco chief of detectives was assisted by Ed Brown & Eve Whitfield,Robert Ironside
"Martha Graham's ""Night Journey"" tells the tragic tale of Jocasta & this ""complex"" man, her mate",Oedipus
This Italian Adriatic seaport is situated on 118 islands formed by about 180 canals,Venice
In 1876 Elisha Gray tried to file for a telephone patent just hours after this inventor,Alexander Graham Bell
"Queen Anne's Lace is a wild variety of this orange vegetable, but its woody roots aren't good to eat",Carrots
Before joining the court Lewis F. Powell was president of this lawyers' group abbreviated ABA,American Bar Association
"""The Eagle Has Flown"" was Jack Higgins' 1991 follow-up to this novel","""The Eagle Has Landed"""
"The ballet ""Apollo"" features Polyhymnia, Terpsichore & Calliope, 3 of these 9 sister-goddesses",Muses
In 1788 Agha Mohammad Khan made this city the capital of Persia; it's now the capital of Iran,Teheran
"This ""divine"" actress of the French stage & screen was known to travel with & sleep in a coffin",Sarah Bernhardt
Sugar & snap are edible podded varieties of this vegetable,Peas
"In 1992 this ""One Flew Over The Cuckoo's Nest"" author published ""Sailor's Song"", his first novel in 28 years",Ken Kesey
"In a Michel Fokine ballet, this heroine, Daphnis' beloved, is kidnapped by pirates",Chloe
"In the 1960s Europoort, a large harbor area, was built in this Dutch city",Rotterdam
"At his death in 1995, this polio vaccine developer was working on another vaccine to prevent full-blown AIDS",Dr. Jonas Salk
The deodar type of this tree is straight grained but the Lebanon is usually knotty,Cedar
In 1924 justice Owen J. Roberts first came to national attention as a prosecutor in this scandal,Teapot Dome
"""The Great Santini"" was the first novel by this ""Prince of Tides"" author",Pat Conroy
A cigarette poster depicting this Egyptian goddess inspired Ruth St. Denis to specialize in Oriental dance,Isis
The tomb of Dom Pedro I stands on the grounds of Ipiranga Park in this largest Brazilian city,Sao Paulo
This carver of Mt. Rushmore also sculpted the apostles outside NYC's cathedral of St. John the Divine,Gutzon Borglum
"The boojum tree was named for the mysterious monster in his poem ""The Hunting of the Snark""",Lewis Carroll
"This Vienna-born justice placed many of his former students, dubbed ""Hot Dogs"", in jobs in the New Deal",Felix Frankfurter
"The movie ""Get Shorty"" was based on a 1990 book by this crime novelist",Elmore Leonard
"Maria Tallchief played this mythological wife in her husband George Balanchine's ballet ""Orpheus""",Eurydice
This capital of Hong Kong lies on the northern shore of Hong Kong Island,Victoria
"As Chopin could tell you, it was the pen name of Amandine Aurore Lucie Dupin",George Sand
Some of these bearded flowers bloom once in spring & again in late summer or fall,Irises
This future chief justice played a key role in securing the GOP nomination for Eisenhower,Earl Warren
"Published in 1996, ""The Flaming Corsage"" is the latest in his Albany cycle",William Kennedy
"This word is from the Old English for ""The farmer who lives near you""",Neighbor
Beethoven's dramatic middle one,the fifth
"Elliot Handler, the ""el"" in this toymaker, died at age 95 in 2011",Mattel
"""King Richard"" of NASCAR fame who won a record 27 races in 1967",(Richard) Petty
"In 1993 the New York Times company paid $1.1 billion to acquire the globe, a newspaper in this city",Boston
"Work those harpooning arms, or ""thus, I give up the spear"" will be your last words! & work those calves ...ok, calf, anyway!",Captain Ahab
This adjective can describe a bachelor worthy of marriage or an NFL receiver who's allowed to catch a forward pass,E-L-I-G-I-B-L-E
The Haydn one that matches the number of piano keys,88
"After nearly 100 years, this company cut its Oldsmobile brand from its line in 2004",GM (General Motors)
University of Alabama football coach from 1958 to 1982,(Bear) Bryant
"As everyone belongs to everyone, mother & father are forbidden terms in this 1932 Aldous Huxley novel",Brave New World
"Mr. Hugo created you; now you're mine! & when you turn yourself in for theft, then escape & run, the leg lifts'll pay off",Jean Valjean
"From the Latin for ""bend"", it means capable of being bent repeatedly without damage",P-L-I-A-B-L-E
"Schumann's last; his first is called ""Spring""",the fourth
In summer 2010 this insurance giant paid back nearly $4 billion of its bailout loan; only $97 billion to go!,AIG
Only African American to win the men's singles title at Wimbledon,Arthur Ashe
"I'm enjoying the street view feature of this service introduced in 2005--hey, who parked in my driveway?",Google Earth
"You're a religious symbology professor at Harvard?! Well, here's the Trebek code! 15 more 100-lb. bench presses!",(Robert) Langdon
"Easily carried, such as a small TV or software that can run on multiple computers with the same operating system",P-O-R-T-A-B-L-E
"Mahler's last finished one; he thought this is as many as a composer gets, & he was right",9
"This company, a leading supplier of business information & services, is known as D&B for short",Dun & Bradstreet
"Golfer who won the Masters in 1960, '62, & '64, & received the Medal of Freedom in 2004",Arnold Palmer
"In 1999 50,000 people protested in Seattle against this international business group",World Trade Organization (WTO)
"Ok, Mr. ""Christmas Carol"" ghost! Time to use that chain you ""forged in life"", ""link by link"" for resistance work!",Jacob Marley
Old Navy uses this adjective for solid-color shorts that are patterned when inside-out,R-E-V-E-R-S-I-B-L-E
This maker of Huggies & Kleenex started out in 1872 to manufacture newsprint from rags,Kimberly-Clark
Jackie Robinson (posthumously) & this other trailblazing Robinson of baseball,Frank Robinson
Dr. Bob Pierce started this organization to help kids orphaned in the Korean War; today it helps kids all over the globe,World Vision
"You're a big pig! (a Berkshire boar) & you may be pres. of the republic of animal farm, but it's time to work, pork chop!",Napoleon
"Unbearable, such as the ""acts"" passed by the British parliament in 1774",I-N-T-O-L-E-R-A-B-L-E
Playboy playmate Crystal Harris called off her June 2011 nuptials to this 85-year-old just days before the wedding,Hugh Hefner
"(Jimmy of the Clue Crew shows a map on the monitor.)  Before his death in 323 B.C., he expanded his empire until it stretched from the shores of the Mediterranean to the Indus River",Alexander the Great
The axolotl is a salamander from this country south of the border,Mexico
"With 627 turbines, the world's largest onshore wind farm is north of San Angelo in the wide-open west of this state",Texas
We'll gamble you know this N.J. city boasts a 4.5-mile-long boardwalk that continues on into Ventnor city,Atlantic City
This 17th century translation has become a standard for bibles,the King James version
"After 11 years of marriage, she & David Arquette announced a trial separation in 2010",Courtney Cox
"Then known as Upper Peru, this country gained independence in 1825; General Sucre soon became president",Bolivia
Sweater the details & name this type of rabbit,the Angora
Windmills to pump this from the ground made it possible to settle large parts of the United States,water
This Michigan city is the former HQ of the Seventh-Day Adventist church & is home to some famous cereals,Battle Creek
"Though Elizabeth was on the throne, Kingsley Amis titled his guide to correct usage this",the Kings English
"In 2011 this ""Dancing with the Stars"" alum & second man on the moon filed for divorce from his third wife",Buzz Aldrin
"In 1281 a sudden typhoon saved Japan from this Mongol's invasion force of 150,000 men",Kublai Khan
Ferdinand Marcos would have known the animal seen here is known as this country's tarsier; here's looking at you,the Philippines
"There's no place like this Alaskan city, pop, 3,500, which faces Norton Sound of the Bering Sea",Nome
"It means any large sum of money, such as the 150,000 marks paid to bring Richard I back to England in the 1190s",a king's ransom
This singer-songwriter said his tweeting too much was an issue in his breakup with Jennifer Aniston,John Mayer
"In June 38 A.D. this third Roman emperor had his dead sister Drusilla deified, the first Roman woman so honored",Caligula
"This French cabaret is named for a red windmill, & has one on its roof",the Moulin Rouge
"Though home to the Jack Daniel's distillery, this Tennessee town is in a county that's been dry since prohibition",Lynchburg
"In this 1996 film comedy, Woody Harrelson takes an Amish bowling prodigy under his wing",Kingpin
"She found new love with Frederic Thiebaud, the man whose wife supposedly broke up her marriage to Mutt Lange",Shania Twain
In 1720 Victor Amadeus II of Savoy gave Sicily to Austria in exchange for this other large island,Sardinia
"Yes, yes!  It's the rodent-like lemur seen here",the aye-aye
"In 1886, before focusing on water lilies, he painted ""A Field of Tulips in Holland"" featuring a windmill",Monet
From 1863 to 1865 this Northern Louisiana city served as the Confederate state capital,Shreveport
"This tragic title character laments, ""I am a man more sinned against than sinning""",King Lear
1 of the 2 American women authors nominated for the Nobel Prize for Literature in 1938,Pearl S. Buck (or) Margaret Mitchell
"Chapter 20 of a biography of this Connecticut-born woman is entitled ""Antislavery Activist: 1853-1854""",(Harriet Beecher) Stowe
"In a 2006 Country Weekly poll, she was named ""Country's Most Beautiful"" woman; I'm sure hubby Tim agrees",Faith Hill
(Cheryl of the Clue Crew stands in front of the monitor.) Buy your roses when they're closed or in this stage & you'll have much more time to enjoy them,bud
William the Conqueror is crowned in Westminster Abbey,the 1060s
...this member of the Beatles died in a car accident & was replaced with a double named William Campbell,Paul McCartney
"More common ""literary"" term for telepathy & clairvoyance",mind reading
"""Calaveras County"" & ""Hannibal"" are entries in R. Kent Rasmussen's book this man ""A to Z""",Mark Twain
"Her hit song ""I'm A Survivor"" was also the theme to her TV sitcom",Reba McEntire
Rose varieties with 30 to 40 of these should be cut & used when 1 or 2 of them have come loose,petals
Legionnaire's disease is identified & named,the 1970s
"...as an infant, Humphrey Bogart was the model for the trademark baby for this company's line of baby foods",Gerber
"According to Emerson, ""A foolish consistency is the hobgoblin of"" these",little minds
"Sebastian de Grazia's Pulitzer-winning bio of this Italian ""In Hell"" mentions ""The Prince"" in 2 chapter titles",Machiavelli
"She wrote ""I Will Always Love You"" as a tribute & thank you to her former singing partner Porter Wagoner",Dolly Parton
(Jon of the Clue Crew indicates a flower diagram on the monitor.) Putting the stems in warm water first opens these tiny water-carrying tubes and hydrates the flower,capillaries
China goes Communist,the 1940s
"...not only was this man's body frozen after his death, but it's stored under the Pirates of the Caribbean ride",Walt Disney
Sylvia Nasar's biography of mathematical genius & Nobel laureate John Nash,A Beautiful Mind
In 1830 biographer Thomas Moore burned the memoirs of this aristocratic Brit to protect the poet's reputation,Lord Byron
"With hits like ""Jesus, Take The Wheel"" & ""Some Hearts"", this country cutie has hardly been sitting ""idol""",(Carrie) Underwood
"Chrysanthemums represented waterfalls in the 15' arrangements of Rikka, a type of this Japanese art form",Ikebana
"America first hears ""Ain't We Got Fun?"" & ""The Varsity Drag""",the 1920s
