Question,Answer
"Gravy served with Coleridge's ""lucky"" seabird",an albatross sauce
Born 1932: A left-footed Irish artist & author,Christy Brown
In amphibians the mesonephros organs perform the same function as this pair in humans,the kidneys
The Biblioteca Nacional Venezuela is in this city,Caracas
"I remember this variety show that signed off with ""I'm So Glad We Had This Time Together"" from 1967 to 1978",The Carol Burnett Show
"This No. 1 word means ""a rescue from financial distress"", though it sounds like something done on a leaky boat",bailout
In 1939 physicist Lise Meitner & her nephew Otto Frisch coined this term referring to the splitting of an atom's nucleus,nuclear fission
...among the 8 planets,Earth
(Jon of the Clue Crew presents from a Sandeman Winery cellar in Portugal.)  Grape brandy is added to port halfway through the fermentation process; that's what makes it this type of wine,fortified wine
"This Slovakian capital with ""slav"" in its name was occupied by the Slavs in the 8th century",Bratislava
I remember Bob Crane outwitting Werner Klemperer on this show every week from 1965 to 1971,Hogan's Heroes
"Used in 2008 political mudslinging, this Marxist theory lies ""between capitalism & communism""",socialism
"Returning from Samoa in 1926, she met fellow anthropologist Reo Fortune aboard ship; they married in 1928",(Margaret) Mead
...among New York City's 5 boroughs,the Bronx
One of the 2 world capitals on the Rio de la Plata estuary,Montevideo & Buenos Aires
"I remember this 1960-64 show with Tod & Buz cruising the U.S. (actually, I remember the theme better)",Route 66
As a noun it means a scoundrel; as an adjective it refers to a nation whose leaders defy international law,rogue
"This marine biologist's 1951 book ""The Sea Around Us"" spent 86 weeks on the New York Times bestseller list",Rachel Carson
...of the 8 Ivy League colleges,Brown
"(Jon of the Clue Crew presents from a Sandeman Winery cellar in Portugal.)  Vintage port continues to age in the bottle, while this type of port, whose name refers to its brownish color, ages in wooden barrels",tawny
This capital of Bangladesh is just west of the Meghna River,Dhaka
I remember these 2 hunky doctor shows that dueled on ABC & NBC from 1961 to 1966,Dr. Kildare & Ben Casey
"From the Greek for ""hate"" & ""women"" comes this word for the hatred of women",misogyny
"In the 1950s she studied Tanzanian rock paintings that formed the basis of her later book ""Africa's Vanishing Art""",Mary Leakey
...of the independent countries in Europe,Albania
This capital of Ghana is on the Gulf of Guinea,Accra
"I remember this 1966-1971 soap opera about vampires, witches & werewolves",Dark Shadows
"Meaning ""to evaluate for possible approval"", this word can also refer to a type of doctor",vet
...among the first 5 books of the Old Testament,Deuteronomy
"Of the U.S. state quarters that feature sail-powered craft, the state depicting the oldest ship",Florida
In the late 900s his wife Thjodhild built the first church in Greenland at Brattahlid,Erik the Red
"""I Spy"", ""I Dream of Jeannie"", ""I Love Lucy""",I Love Lucy
"It ""takes a licking and keeps on ticking""",a Timex
"The Catholic League describes itself as this 3-letter type of organization, meaning non-clerical",lay
Illustrators often showed her sitting on a 3-legged stool as there was no such thing as a tuffet,Miss Muffet
This 1883 character's nose grew every time he lied (insert political joke here),Pinocchio
The Vikings enhanced the seaworthiness of their ships by adding this stabilizer to the underside,a keel
"""Batman"", ""The Amazing Spider-Man"", ""The Adventures of Superman""",The Adventures of Superman
"When Anheuser-Busch introduced this beer in the 1870's, it was fermented twice & pasteurized",Budweiser
Canon Law 333 says there is neither appeal nor recourse against his decree (& it's not God),the pope
It's what Mary's little lamb did even though it was against the rules,followed her to school one day
Hit the gas to speed up,accelerate
In 1066 this great-great grandson of Rollo made what some call the last Viking invasion of England,William the Conqueror
"""My So-called Life"", ""My Mother the Car"", ""My Sister Sam""",My Mother the Car
Kraft makes hot cereals called Cream of Rice & Cream of this,Wheat
The name given to a child at this sacrament is traditionally that of a saint,baptism
"She went to the baker's to buy her dog some bread; ""when she came back the poor dog was dead""",Old Mother Hubbard
A pirate or an NFL player from Tampa Bay,buccaneer
"In 930 the Vikings set up the Althing, considered the world's oldest parliament, in this country",Iceland
"""Green Acres"", ""NYPD Blue"", ""The White Shadow""",Green Acres
"Founded in 1914, the American Pop Corn Company makes this ""happy"" brand of popcorn, America's first",Jolly Time
"Jews, who don't eat or drink at all on Yom Kippur, might envy the 1-meal Catholic ""fast"" on Ash Wednesday & this day",Good Friday
"""Ding, dong, bell, the cat is in the well!  Who put her in?""  This ""Little"" guy",Little Johnny Green
This man whose given name is actually Lido is widely credited with saving Chrysler from bankruptcy,Lee Iacocca
"A ""thrall"", from which we get the word ""enthrall"", was a person of this lowest social class",a serf (or a slave)
"""Cagney & Lacey"", ""Starsky & Hutch"", ""Mork & Mindy""",Starsky & Hutch
"This fruit drink brand tells you to ""unleash the power of the sun""",Sunny Delight
"A litany may address the Lamb of God, saying ""you take away"" these",the sins of the world
"Simple Simon thought he could not fail to catch this because he had ""a little salt to put upon his tail""",a bird
"One of the ""wisdom"" books of the Old Testament",Ecclesiastes
"(Sarah of the Clue Crew stands outside the dome of the Adler Planetarium in Chicago.) Weighing over a half ton, this visitor probably broke off from an asteroid before reaching earth 50,000 years ago",a meteorite
"Claire Torry is a backup singer but her vocals were up front for Pink Floyd's song ""Great Gig In The Sky"" on this album",Dark Side of the Moon
"Capt. William Driver, who gave this 2-word nickname to the U.S. flag, is buried in Nashville's city cemetery",Old Glory
"Strub's Pickles were originally sold out of barrels at, of course, this price per pickle",a nickel (a pickle)
"After tackling the meat-packing industry in ""The Jungle"", he battled religious hypocrisy in ""Elmer Gantry""",Upton Sinclair Lewis
Baseball players warm the bench in here,the dugout
"In the dynamic gallery theater, visitors can experience a 3-D tour of this, our home galaxy",the Milky Way
"Before he stepped out front for ""Love Power"", Luther Vandross sang backup for this artist on ""Young Americans""",David Bowie
(This is Alison Krauss.)  In 1993 I joined the cast of this Nashville institution & was its youngest member at that time,the Grand Ole Opry
"Louis XIV, ""The Sun King"", liked this fruit so much he had a grove of them at Versailles, so he always had days with sunshine",oranges
"Author whose ""Portrait of a Lady"" was followed by his ""Portrait of the Artist as a Young Man""",Henry James Joyce
This term from French cooking refers to a highly seasoned stew of meat or fish & sometimes vegetables,a ragout
"(Sarah of the Clue Crew stands outside the dome of the Adler Planetarium in Chicago.)  The first modern planetarium in the Western Hemisphere, the Adler, opened in 1930, about the time of this planet's discovery",Pluto
"Merry Clayton's stylings on ""Gimme Shelter"" are just ""A Kiss Away"" from perfection on this 1969 Stones album",Let it Bleed
"Dollywood, Dolly Parton's theme park in Pigeon Forge, is ""The Entertainment Capital of"" these mountains",the Smokies
"The Romans shaped these by putting them in baskets called forma, hence the Italian formaggio",cheese
"""Fern Hill"" poet who won the 1929 Nobel Prize after writing ""Death in Venice""",Dylan Thomas Mann
This portable gasoline engine with a propeller & tiller is clamped onto the stern of a boat,an outboard
"Included in the Adler's collection is a model of Uraniborg, the home & workplace of this Danish astronomer",Tycho Brahe
"Sandy Dennis provided the backing vocals on ""Battle of Evermore"" for this legendary group",Led Zeppelin
"The Tennessee Valley Railroad Museum is in this city, a railroad center",Chattanooga
Delmonico's in New York City is credited with inventing this dish in honor of an 1867 U.S. purchase,Baked Alaska
"Late TV host & ""How to Be Funny"" author who helped pioneer the Beat Generation with his ""Howl""",Steve Allen Ginsberg
"She narrates ""To Kill a Mockingbird""",Scout Finch
(Cheryl of the Clue Crew stands behind a large metal cylinder in the Adler Plantarium in Chicago.)  This telescope was made by William Herschel and may be the actual one he used to discover this planet in 1781,Uranus
"She lent her voice to Neil Young's ""Comes a Time"" LP before making his ""Lotta Love"" her own",Nicolette Larson
"The Battle of Stones River is also known as the Battle of this city, once Tennessee's capital",Murfreesboro
Miners in San Francisco used Lactobacillus sanfrancisco in the air to make this,sourdough (bread)
"Crime novelist who wrote ""The Big Bounce"", composed ""Suzanne"" & penned ""Beautiful Losers""",Elmore Leonard Cohen
Daniel Webster was a member of its class of 1801,Dartmouth
Legend says this musical was inspired by Lunt & Fontanne's backstage bickering during a Shakespeare play,"Kiss Me, Kate"
"The status of the 2,270-sq.-mi. area on this shore of the Jordan is contested by Palestinians & Israelis",the West Bank
Keith Carradine's role as Wild Bill Hickok on this series ended when Jack McCall killed Hickok,Deadwood
"Want to marry this ex-wife of Burton, Todd, Hilton & Fisher?  Fuhgettaboudit!  She says she's staying single",Elizabeth Taylor
North Little Rock is the sixth-largest city in this state,Arkansas
"Cuba Libre is just a fancy name for plain old rum, a hint of lime & this",Coca-Cola
The Vezina Trophy is for hockey's best one of these,a goalkeeper
"Deganya in the Jordan Valley is this type of Israeli collective settlement, the country's oldest",a kibbutz
This veteran Pulitzer-winning film critic trades reviews with Richard Roeper,(Roger) Ebert
Trying to locate this country just to the east of the old Berlin Wall on a map?  Fuhgettaboudit!  It's gone,East Germany
"""I love"" this city, America's biggest metropolis--doesn't everyone?",New York
It's a little early in the day--maybe time for this champagne & orange juice cocktail,a mimosa
It's the type of dog seen here,a golden retriever
"East of the Jordan, the Ghor Canal has made orange groves spring up by doing this to once-barren land",irrigation
"In one episode of this comedienne's Bravo Channel show ""My Life on the D-List"", she auctioned off a stay in her home",Kathy Griffin
Hoping to get on the Olympic team for this event where 2 sides pull on a rope?  Fuhgettaboudit!  Last held in 1920,the tug-of-war
This small U.S. state is only about half the size of Delaware,Rhode Island
"A Scotch Manhattan, with scotch & sweet vermouth, usually goes by the name of this Scottish outlaw",Rob Roy
"This type of animal torments Bill Murray in ""Caddyshack""",a gopher
"This cable channel's ""Merrkat Manor"" has been billed as ""'All My Children' meets 'Wild Kingdom'""",Animal Planet
Want to join this religion so you can have more than one spouse?  Fuhgettaboudit!  Canceled the practice in 1890,Mormon
"Any Texan can tell you that this city is ""Big D""",Dallas
"You might enjoy this drink, classically made with equal parts of orange juice & peach Schnapps",a fuzzy navel
"This large African animal (which did not torment Bill Murray in ""Caddyshack"") can make about 20 different sounds",the gorilla
"In June 2006 this movie channel premiered its first made-for-TV movie, ""Broken Trail"", starring Robert Duvall",American Movie Classics (AMC)
Hungry for food using this flavor enhancer abbreviated MSG?  Fuhgettaboudit!  Many places have stopped using it,monosodium glutamate
How about a martini or this identical cocktail garnished with an onion instead of an olive,a gibson
"This 4-letter word means to spur, push or impel",goad
A 19th c. duchess who felt faint in the afternoon began the British custom of serving tiny little cakes with this beverage,tea
"The Ft. Lauderdale Sun-Sentinel called this Vegas diva a ""soprano geyser""; somehow, ""My Heart Will Go On""",Céline Dion
"As this title superhero, Tobey Maguire spun his web across New York",Spider-Man
"The first Grammy for Best Rap Performance went to DJ Jazzy Jeff & this ""Fresh Prince""",Will Smith
"These masses of tissue in the throat, below the adenoids, fight infection but have to go if they become infected",tonsils
"Re-enactors still buy hardtack crackers from the G.H. Bent Co. of Mass., which supplied them for this 1860s war",the Civil War
"""The Hills Are Alive"" with the sound of this Oscar-winning soprano's voice, whether she's Victor or Victoria",Julie Andrews
"On a Manhattan morning, Audrey Hepburn admires the gems in a shop window while eating a roll in this film's opening",Breakfast at Tiffany's
"Betty Smith wrote about young Francie Nolan in her novel ""A Tree Grows in"" this New York City borough",Brooklyn
"Though there is elbow-replacement surgery, the knees & this higher joint are the ones replaced most often",hips
This Roman emperor served his guests snow mixed with honey (& probably bored them with his fiddle-playing),Nero
"Of her 1994 Xmas CD, USA Today said, this ""Vision Of Love"" diva had ""a soprano that could unhinge St. Peter's gate""",Mariah Carey
"A classic Christmas movie is called ""Miracle on"" this Manhattan street",34th Street
Winston Smith is a writer of Newspeak for the Ministry of Truth in this George Orwell novel,1984
Removal of the gallbladder is the usual treatment for concretions better known as these,gallstones
It's said that this French emperor's chef created Chicken Marengo for him right on the battlefield,Napoleon
Maria Jeritza must have been lovely to have Strauss write the role of this Beauty of Troy for her--see for yourself,Helen (of Troy)
"This writer/director's New York-set films include ""Manhattan"" & ""Manhattan Murder Mystery""",Woody Allen
"A New York City Fire Department fireboat is named for this 1928 pres. candidate known as the ""Happy Warrior""",Al Smith
It's a general term for surgery that requires an incision right into your ticker,open-heart surgery
Mme. Pompadour loved to top filet of sole with these fancy fungi,truffles
"In the 1940s Rise Stevens owned the role of this Spanish Gypsy at the Met & sang it in the film ""Going My Way""",Carmen
"Who ya gonna call when spirits haunt the Big Apple?  The title group of this 1984 comedy, of course",Ghostbusters
"Economist Adam Smith is best known for ""An Inquiry into the Nature and Causes of"" this",the Wealth of Nations
"Gastric bypass isn't for the chunky or the just overweight, but for BMI over 35, classed as being this",morbidly obese
"Producer David Selznick was fined $5,000 by censors for using this word in a 1939 film",damn
In 1969 this future vice president joined the Indiana National Guard,Dan Quayle
"Founded by Jerry Falwell in 1979, this conservative group was soon a major political force",Moral Majority
"Prince Eric, King Triton, Ariel",The Little Mermaid
Prue made these out of beeswax & bayberry wax as well as tallow,Candles
Prior to fountains people dropped coins & pins in wells & did this...hopefully,Made a wish
"""Senora Peron""","""Evita"""
"75,000 National Guardsmen were called up in this 1991 operation",Operation Desert Storm
"A book by Jim O'Donnell chronicles July 6, 1957, the day these 2 Beatles first met",John Lennon & Paul McCartney
"Abu, Iago, Jafar",Aladdin
Prue brought the family's one of these to every fire in town & passed it down the line to the fire,Bucket
"In 1859 Edwin L. Drake drilled one of these wells near Titusville, Pennsylvania & started an industry",Oil well
"""Apartment Payment""","""Rent"""
During peacetime each state's National Guard is commanded by the person in this post,Governor
In 1989 the name of this locale was made famous by footage like the following: (In the middle of Beijing),Tiananmen Square
"Flit, Governor Ratcliffe, Powhatan",Pocahontas
Prue liked the way these meeting-house benches folded up for hymn singing,Pews
"The name of this largest city in Lebanon is from an ancient word for ""wells""",Beirut
"""P.T.""","""Barnum"""
"In 1824 a New York unit took the name National Guard to honor this Frenchman's ""Garde Nationale""",Marquis de Lafayette
In 1963 this French president rejected Britain for membership in the European Economic Community,Charles de Gaulle
"Kaa, Shere Khan, Baloo",The Jungle Book
Prue liked going up to the mill on the hill to get a free glass of this pressed apple drink; any traveller would,Cider
"In a nursery rhyme, little Johnny Green put this animal in the well",Cat/puss
"""Yours Truly's Good-Looking Wife""","""My Fair Lady"""
They are the 2 military services the National Guard augments,Air Force & Army
Event that erupted aboard the Potemkin in 1905 & at the Kiel Naval Station in 1918,Mutiny
"Archimedes, Merlin, Wart",The Sword in the Stone
"Prue's husband Sherman had to register the design he used for earmarks on these, which he calls ""kine""",Cattle/cows
Abraham's servant found her at a well & picked her to be Isaac's bride,Rebecca
"""The Way to Reach the Top of the Commerce Field Sans True Effort""","""How to Succeed in Business Without Really Trying"""
"Associated with this large Romanian region, Vlad the Impaler was actually from neighboring Walachia",Transylvania
"Billy Joel's ""Sleeping With the Television On"" samples this song played by TV stations at sign-off","""The Star-Spangled Banner"""
From 1845 to 1847 he lived in a cabin he built on the shore of Walden Pond,Henry David Thoreau
It's the rhyme about 4 things a bride should wear,"""Something old, something new, something borrowed, something blue"""
"When you've reached this Buddhist heaven, you've broken the cycle of rebirth",Nirvana
"This Civil War general didn't just say that war is ""hell"", he said it was ""all hell""",William T. Sherman
"Krakow, Poland was the first city in eastern Europe to have this ""festive"" hotel chain",Holiday Inn
"Making a list & checking it twice, we find Bing Crosby & Bruce Springsteen had hits with this song","""Santa Claus Is Coming to Town"""
"First editions of his ""The Portrait of A Lady"" & ""The Bostonians"" each have 3 voulmes",Henry James
"These cookies are named for a suburb of Boston, not for a physicist",Fig Newtons
Welcome!  Odin receives the souls of slain heroes in this heavenly hall,Valhalla
"Decorated WWII hero who titled his autobiography ""To Hell and Back""",Audie Murphy
"The resort of Parnu, Estonia has been called the ""Pearl of"" this sea, due to its white sandy beaches",Baltic Sea
Rodgers and Hart classic heard here:,"""My Funny Valentine"" (sung there by Ella Fitzgerald)"
"This ""Animal Farm"" author hated his job as a police officer in Burma",George Orwell (Eric Blair)
'80s New Wave band heard here:,New Order
"The ""white man""'s name for the Native American heaven where there's plenty of fish & game","""Happy Hunting Ground"""
"This Roman epic poet was Dante's guide through the inferno in the ""Divine Comedy""",Virgil
"In the spring of 1992, this peninsula declared its independence from Ukraine & then rescinded it",Crimean Peninsula
This somewhat obsessive love song was a No. 1 hit for the Police in 1983,"""Every Breath You Take"""
"Last name shared by ""Invisible Man"" author Ralph & ""A Boy and His Dog"" author Harlan",Ellison
He's the only U.S. vice president who fits the category,Spiro T. Agnew
"To the ancient Greeks, these fields were the home of the blessed dead",Elysian Fields
"The capital city of Hell, according to Milton; it was a riot!",Pandemonium
A statue of Bohemian theologian Jan Hus graces the center of Old Town Square in this capital,"Prague, Czech Republic"
"In a 1976 Grammy-nominated song, Bobby Bare asked Jesus to ""Dropkick Me"" through these","""The Goalposts of Life"""
"An inheritance from his great-aunt allowed this ""Howards End"" author time to pursue his writing",E.M. Forster
"Medal given for ""the most distinguished contribution to American literature for children""",Newbery Medal
"In Islam, it's the numerical heaven where the most high live",Seventh Heaven
It's the even worse Hell below Hades where Zeus confined the Titans,Tartarus
In 1867 the U.S. bought this island group named for a Russian captain & leased it to seal hunting companies,Pribilof Islands
"March 14, 1997:  His handicap goes way up after taking a spill down Greg Norman's stairs",Bill Clinton
Manhattan & New England-style are 2 varieties of this soup,clam chowder
"He had a hit with ""Rubber Duckie""",Ernie
Robinson Crusoe had 24 years of solitude prior to rescuing this cannibal & teaching him English,Friday
"It's the Florida bay that's home to the Buccaneers, the Lightning & the Mutiny",Tampa Bay
Body part you attempt to remove when knocking someone's block off,head
"November 5, 1996:  This country gives Benazir Bhutto the boot for a second time",Pakistan
"Once the food of the Greek gods, today, it's a fruit salad",ambrosia
"""The Muppet Show"" debuted in 1976 with this Muppet as host",Kermit the Frog
"Charley Bates is the boisterous sidekick to this ""Oliver Twist"" pickpocket",the Artful Dodger
A rough struggle like the one in a football game after the ball is snapped,scrimmage
"April 19, 1956: He takes a gamble in Monte Carlo; makes American movie star his bride",Prince Rainier
"It's the dish consisting of a meat fillet covered with pate de foie gras, baked in a pastry",Beef Wellington
"This ""Great"" hooknosed Muppet has a hankering for chickens","Gonzo (""the Great"")"
"Several Sherlock Holmes stories refer to Miss Mary Morstan, who marries this physician",Dr. Watson
In 1639 the East India Company founded the city of Madras on this bay,Bay of Bengal
"Boxing announcer Michael Buffer is known for the injunction ""Let's get ready to"" do this",rumble!
"January 1, 1946:  This Japanese emperor tells his people he is not a god",Hirohito
"Apple is the most popular filling for this pastry whose name is German for ""whirlpool""",strudel
"""Sesame Street""'s largest Muppet, his first name is Aloysius",Snuffleupagus
This simple peasant became Don Quixote's squire after being promised an island to rule,Sancho Panza
This Atlantic seaboard state is home to the popular resort area of Buzzards Bay,Massachusetts
"It means to stick something with glue, or to stick your fist in someone's jaw",paste
"December 9, 1990:  Poland shows its solidarity, voting this man president in a runoff election",Lech Walesa
"Hazelnuts are also called these, for the saint on whose day they ripen",filberts
"""Sesame Street"" denizen who has appeared on a ""got milk?"" billboard",Cookie Monster
"In ""Huckleberry Finn"", Tom Sawyer says that he & Huck Finn ""have knowed"" this slave ""all his life""",Jim
"(Hello, I'm Donna D'Errico.)  A glacier named for this American naturalist who sighted it in 1879 flows into Glacier Bay, Alaska",John Muir
The Supreme Court has ruled that fighting words are not protected by this amendment,the 1st Amendment
"The ""rex"" in this dinosaur's name is Latin for ""king"", so you could say it's the ""King of the Dinosaurs""",Tyrannosaurus Rex
"Commuters hate to be caught in this, a ""fluxus interclusio""",Traffic Jam
In a 1956 film Takashi Shimura was one of these 7 warriors; John Belushi would have made 8,Samurai
"Mark Twain called this city ""That grand old benevolent national asylum for the helpless""","Washington, D.C."
"Despite its name, this ocean in which Sri Lanka sits doesn't belong to the country's large neighbor",Indian Ocean
This doggone physiologist discovered that the vagus nerve controls the flow of digestive juices,Ivan Pavlov
"December decoration dubbed ""arbor natalicia""",Christmas Tree
"1996 Oscar winner ""Kolya"" came from the Czech Republic; 1967's ""Closely Watched Trains"", from this country",Czechoslovakia
"It was Lord Byron who wrote, ""When falls the coliseum"", it ""shall fall; and when"" it ""falls -- the world""",Rome
It's both a favorite beverage & a major export,Tea
"In 1851 this ""swinger"" used a pendulum to show that the Earth rotates on its axis",Jean Foucault
"""Autocinetorum lavatrix"" is one of these that sometimes offers free wax on Wednesday",Car Wash
"Starting with 1964's ""The Deep Blue Good-By"", all his Travis McGee mysteries have colors in their titles",John D. MacDonald
This 1978 film with Michel Serrault as Albin was remade in 1996 with Nathan Lane as Albert,"""La Cage Aux Folles"""
"In his poem ""Hellas"", Shelley wrote, ""Let there be light!"" said Liberty; and this city ""Arose!""",Athens
"Before Britain's Mrs. Thatcher, Mrs. Bandaranaike was the world's first woman in this post; she still holds it",Prime Minister
"On June 22, 1978 James W. Christy discovered Charon, a moon orbiting this distant planet",Pluto
"An ""exemplum simillime expressum"" is just one of these, ma'am",the fax
Highland outlaw Rob Roy was a member of this clan,MacGregor
"In ""The Seventh Seal"", Max Von Sydow plays chess with this black-clad character",Death
"Field Marshal Montgomery said, ""Rule 1, on page 1 of the book of war, is: 'Do not march on'"" this Russian city",Moscow
Since 1983 the Liberation Tigers of this minority group have fought for an independent state,Tamils
"Hydrogen has 3 isotopes:  protium, tritium & this one with a mass number of 2",Deuterium
This poetic Archibald served as Librarian of Congress from 1939 to 1944,Archibald MacLeish
"This hero of 3 Satyajit Ray films shares his name with the Kwik-E-Mart proprietor on ""The Simpsons""",Apu
"Disraeli described it as ""A nation, not a city""",London
Cinnamon Gardens is an upscale area of this largest Sri Lankan city & port,Colombo
"As part of 1997 changes to its industrial average group, Dow Jones replaced Woolworth with this retailer",Wal-Mart
"The Japanese pantheon includes Kagutsuchi, god of this, something to get your hibachi going",fire
"At about 12,000 sq. mi., Strangeray Springs, a cattle ranch (or station) in this country, is bigger than Vermont",Australia
The Foreign Service Institute,State Department
In December 1984 Madonna touched No. 1 for the very first time with this song,"""Like A Virgin"""
"While these look like caviar & are edible, Mama usually throws them out",papaya seeds
"If you needed a railway tunnel dug, you could call on this American folk hero -- it was his job",John Henry
"Prairie Chapel is the name of George W. Bush's ranch near this Texas town, population 705",Crawford
The Office of Disability Employment Policy,Department of Labor
"In 1984 this group of all-stars tried to make things better with ""Do They Know It's Christmas?""",Band Aid
Mama joked that this other name for the papaya makes it sound like little cat feet -- Mama wasn't funny,pawpaw
The deposed father of England's Queen Anne,James II
"Jewish legend says his first wife was Lilith, who created the need for a good divorce lawyer",Adam
"Kendall County, Texas is named for the man who brought merinos to the area as this type of rancher",sheep rancher
The Bureau of Engraving & Printing,Treasury Department
"Title of a 1985 Bruce Springsteen hit, or a book about him by Dave Marsh","""Glory Days"""
"Papaya plants are dioecious, meaning the plants are divided this way, like Mama & Papa",by sex
The life of this legendary king of Britain was fodder for a Shakespeare tragedy in 1605,King Lear
"Around 1905 these animals, not native to Arizona, were brought to a ranch in the state, where they now roam",buffalo
The U.S. Marshals Service,Justice Department
"In 1987 this group dreamed up its first Top 10 hit, heard here",R.E.M.
"When things get tough in the kitchen, Mama gets out the hammer or uses this with papain, an enzyme from papaya, in it",meat tenderizer
"Born in Greenock, Scotland in 1736, this inventor is mostly renowned for his improvements to the steam engine",James Watt
"When he fell for Helen, Paris was married to Oenone, one of these nature deities",nymph
It's the name of Steve & Gayle Henson's California ranch for which a creamy dressing was named,Hidden Valley
The National Park Service,Department of the Interior
"A No. 1 hit by this group began, ""You were working as a waitress in a cocktail bar, when I met you""",The Human League
"When Mama's in the mood for Indian food, she makes papdi &, to top them, this relish with papaya",chutney
In 1986 he was named the first ever artistic director of the Metropolitan Opera,James Levine
The NFL Europe's Dragons play their home games in this Spanish city that hosted the 1992 Summer Olympics,Barcelona
"Seventh in the Greek alphabet, it came back later as the last, but not least, letter",zeta
It's the closest planet to the sun that has a moon,Earth
"It's an early name for vaudeville, or a type of skit-&-music TV show descended from vaudeville",variety
The month in which Abe Lincoln was born,February
"A diplomat serving temporarily in place of an ambassador is called this ""d'affaires""",charge
This southern South American capital city's first European visitor was Pedro de Mendoza in 1536,Buenos Aires
"A 14th century addition, it came from a little extra ornamentation of the ""I""",J
"Ganymede, a moon of Jupiter, was discovered by this man in 1610",Galileo
"A vaudevillian transported clothes & gear in one of these, & might have been born in one in Pocatello, Idaho",trunk
The state from which Abe was first elected to national office,Illinois
(Sofia of the Clue Crew)  This bike part whose name is from the French helps you shift gears; it's not used to overturn trains,derailleur
This bay between Spain & Brittany is named for the Basques who live on the shore there,Bay of Biscay
"A Latin link of 2 letters pronounced as one is why we, in modern English, always follow this letter with U",Q
Its moon Charon is about half its size,Pluto
"When you were playing the best vaudeville houses, you'd ""hit"" this, also a Peter Gabriel song title","the ""Big Time"""
His wife's maiden name,Todd
"The French word for ""father"", it's an equivalent of ""senior"", as when it follows Dumas or George Bush",pere
"The British looted this Asian capital in 1860, bringing back a dog breed bearing its old name",Beijing
An Anglo-Saxon rune became this letter that's double one of its predecessors,W
"Because of its decaying orbit, the moon Phobos will crash into this planet -- in about 40 million years",Mars
"This theater fit for royalty, once the premiere vaudeville venue, was revived when Judy Garland played it in 1951",the Palace
The photographer whose picture was the basis for the image on the five-dollar bill,Mathew Brady
"In ""Alice in Wonderland"", Lewis Carroll adapted this 4-couple French dance for lobsters",quadrille
This Slovakian capital was widely known by the German name Pressburg until after World War I,Bratislava
"Latin abandoned this letter, from the Semitic symbol for an open hand, in favor of the ""C""",K
"This sales pitch was the catchphrase of Joe Penner, seen here","""Wanna buy a duck?"""
His first vice president,Hannibal Hamlin
"From the French for ""to slaughter"", it's another name for a slaughterhouse",abattoir
"In September 2002 he offered $10,000 to help capture the person who burned down Iowa's Cedar Bridge","Robert James Waller (author of \""The Bridges of Madison County\"")"
"In February, he accidentally shot Harry Whittington, not his intended target",Dick Cheney
"(Ken Burns opens the category for us.) On January 8, 2001 the series ""Jazz"" premiered with a look at this birthplace of jazz, the USA's most cosmopolitan city at the turn of the 20th century",New Orleans
"You can ""think outside of"" it, or a group of opera patrons can be held in it",the box
"All Story Magazine's October 1912 issue featured this hero in ""A Romance of the Jungle""",Tarzan
This antibiotic is effective against certain spirochetes,penicillin
"First used in 1915 by the Germans, this 12-letter portable assault weapon adds serious fire-power",a flamethrower
One of the 2 space shuttles that went aloft in 2006,the Discovery (or the Atlantis)
(Ken delivers the clue once more.) I made a film on this architect who claimed that his Guggenheim would make the nearby Metropolitan Museum look like a Protestant barn,(Frank Lloyd) Wright
"In the 1970s, this character's normal rate for psychiatric help was 5 cents",Lucy (van Pelt)
"Black Star was created by Johnston McCulley, most famous for this hero, Z best he ever created",Zorro
"Examples of these are the Gaspe, Arabian & Yucatan",peninsulas
"The M60 type of this weapon is air-cooled, gas-operated & fires about 600 rounds per minute",a machine gun
"In November, an Andy Warhol work depicting this Asian leader sold for more than $17 million",Mao
"(Ken shows another one for us.) In films like ""The Civil War"", the use of archival records & photos is what I call ""emotional"" this science, because it unearths the heart of our national experience",archaeology
These are the deformed offspring that elves & fairies substitute for human infants,changelings
"First serialized in Black Mask, ""The Maltese Falcon"" introduced the world to this detective",Sam Spade
"Religiously, it's a punishment undergone in token of sorrow for sin",penance
This powder used to thicken gasoline was introduced in WWII,napalm
This famous American passed away the day after Christmas at the age of 93,Gerald Ford
"(Ken trudges through this next clue.) In ""The War"", my documentary about World War II, soldiers tell the harrowing story of this German offensive that took place in the frozen Ardennes forest",the Battle of the Bulge
One of this university's graduate centers is the Milton S. Hershey Medical Center,Penn State
"Frederick Schiller Faust wasn't a big name in this genre, but his pen name of Max Brand was",Westerns
7-letter term meaning dreamily or wistfully thoughtful,pensive
The -25 interceptor version of this Soviet fighter plane was capable of Mach 3,the MiG
"He led the French team to the finals of soccer's World Cup, only to be ejected after headbutting an Italian player",(Zinedine) Zidane
"(Ken finishes off the category.) My film ""Unforgivable Blackness"" chronicles the rise & fall of this champion who fought for freedom, & not just with his fists",Jack Johnson
"According to the song in a 1941 Ronald Reagan film, it's what was found ""in a five and ten cent store""",my million dollar baby
"Under the name Maxwell Grant, Walter B. Gibson wrote about this pulp hero who knew where evil lurked",The Shadow
Poetry line of 5 feet,a pentameter
"Dirty Harry said it was ""the most powerful handgun in the world, and would blow your head clean off""",a Smith & Wesson .44 Magnum
The Pythagorean theorem: the square of this of a right triangle equals the sum of the squares of the other 2 sides,the hypotenuse
