Question,Answer
Jeff Goldblum starred in this 1997 sequel about Jurassic predators,The Lost World
"Blunderbore, Thundel & Galligantus are all bested by this giant-killer",Jack
"This letter hides when ""hide"" is conjugated in the past tense",E
"This president's grandfather, James Knox, was a captain in the American Revolution",James Knox Polk
"Gummo, Zeppo, Harpo, Chico & Groucho",the Marx Brothers
Your baroreceptors are sensory devices that keep this steady,Blood pressure
"With films like ""Rush Hour"", this Chinese action hero's star is rising in the U.S.",Jackie Chan
"During his adventures, this tiny ""digital"" favorite is swallowed by a cow, a giant & a fish",Tom Thumb
"If you used ""brung"" in one of your essays, replace it with this word",Brought
"His tenure as president from 1817 to 1825 is often referred to as the ""Era of Good Feeling""",James Monroe
"Sabrina Duncan, Jill Munroe & Kelly Garrett",the original Charlie's Angels
The highest level of activity in this organ of your body is in the Fovea Centralis,Eye
"These 2 actors play detectives Riggs & Murtaugh in the ""Lethal Weapon"" movies",Mel Gibson & Danny Glover
"After receiving footwear, this clever kitty helps its owner get rich",Puss 'n Boots
"This verb is so irregular, it has 8 different verb forms (one form is in this clue, twice)",To be
"Common name given Douglas Engelbart's device, an ""X-Y position indicator for a display system""",Mouse
"At the Museum of these in Bristol, it gets very, very noisy on the hour, every hour",Clocks
The IRS said the cost of maintaining a cat trained to alert these people to possible dangers is tax deductible,the deaf
"Him, her, him, him, her...doesn't matter who",anyone
"This company's ""No More Tears"" baby shampoo comes in bottles ranging in size from 1.5 to 40 fl. oz.",Johnson's
"Light brown, like a file folder; it's traced back to a Philippine seaport",Manila
"For his ""Redux"" of this war film, Francis Ford Coppola added 49 minutes of footage not in the original cut",Apocalypse Now
Product that was the specialty of the bakery Harry Lender opened in 1927 in Connecticut,bagels
"The only time he was knocked out (TKO) was on October 2, 1980 against Larry Holmes",Muhammad Ali
It's also called a postmortem,autopsy
This 1/4 moisturizer lotion soap now has a shampoo line with weightless moisturizers,Dove
"Damson, a shade of purple (& a heck of a plum), refers to this Syrian cty",Damascus
"The trailer for this Hugh Grant-Sandra Bullock film included the ""You love him."" ""I love him?"" scene; the film didn't",Two Weeks Notice
Miss Porter's School in Farmington was the alma mater of this Long Island-born first lady,Jackie Kennedy
"Many fled their homes as a result of this May 18, 1980 event seen here",the eruption of Mount St. Helens
"Sylvia Plath's ""The Bell Jar"" is described as this, as it's partially based on incidents in her own life",autobiography
Dr. Ruth has shown up in commercials for this shampoo line from Clairol,Herbal Essences
"Earth of this Tuscany town, raw or burnt, is used to make brown pigments",Siena
"The musical number ""Human Again"", originally cut from this Disney fairy tale, was used in the stage version",Beauty and the Beast
"In the 19th century the ivory imported from Africa into Ivoryton, Connecticut was exported mainly as these",piano keys
In a race for the governorship of Arkansas Frank D. White beat this incumbent,Bill Clinton
"Get mad, get really mad -- it's alphabetically the first of the 7 Deadly Sins",anger
Its Pro-V line is enriched with pro-vitamin complexes,Pantene
"The royal family of the Netherlands is the House of this, a small principality now part of Vaueluse in France",Orange
"For the ""Bootleg"" director's cut he added 35 more minutes to his ""Almost Famous""",Cameron Crowe
"It's about 40 miles from SoHo in Manhattan to SoNo, a commercial district in this Connecticut town",Norwalk
"Due to their unpopularity the U.S. Mint stopped making them, temporarily, less than a year after their introduction",the Susan B. Anthony dollar coins
Bartolomeo Eustachio is considered a founder of the modern version of this science,anatomy
"This brand's ""Plus"" is a ""2-in-1"" formula that combines shampoo & conditioner",Pert
Gamboge is a yellow pigment that got its name from its origin in this southeast Asian country,Cambodia
"Her ""You Are My Lucky Star"" number was cut from ""Singin' in the Rain"", but it's back on the DVD",Debbie Reynolds
"Psalm 3 is ""A psalm of"" him, ""when he fled from Absalom with his son""",David
"The 20th century's top song in U.S. airplay, this one by the Righteous Brothers has been heard over 8 million times","""You've Lost That Lovin' Feelin'"""
"This ""Bandstand"" & ""Pyramid"" host didn't help build the pyramids'; the almanac only carbon-dates him back to 1929",Dick Clark
"According to J.R.R. Tolkien, ""In a hole in the ground there lived"" one of these",a hobbit
"One of the practices the ""Kama Sutra"" says men should master is training these birds to speak",parrots
"When it comes to cars, ragtop is slang for this",convertible
"These silver & gold objects that some worship ""have mouths, but they speak not: eyes...but they see not""",idols
In 1984 L.A.'s KDAY became the USA's first station devoted to this genre of music,rap
"Though considered a co-captain with his partner Meriwether Lewis, he was actually a lieutenant",William Clark
"You put your Dixon Ticonderoga into a hole called a ""Chuck"" in this device",pencil sharpener
Whooping cranes whoop it up mainly on this continent,North America
Cortes & Balboa were 2 of the most famous of these Spanish military adventurers,conquistadors
"Like Psalm 23, Psalm 80 begins by comparing God to this worker",shepherd
"Terry Gross' interview show from WHYY in Philadelphia is a breath of this, its title",Fresh Air
In 1987 she became president of the Mystery Writers of America,Mary Higgins Clark
It was the Indian dungeon in which over 100 British soldiers reputedly perished in June 1756,the Black Hole of Calcutta
In 1993 a flock of these followed an ultralight plane from Ontario to Virginia,Canadian geese
He was the first Roman emperor to convert to Christianity,Constantine
"In Hebrew Psalm 34 is one of these: its verses begin with the letters Alef, Bet, Gimel...",acrostic
"It airs each Saturday: June 21, 2003's topic was Iraq, June 28's Medicare",the presidential address
"A director of London's National Gallery, he introduced the world to art in his TV series ""Civilization""",Kenneth Clark
This famous hideout used by Butch Cassidy lent its name to his outlaw gang,the Hole in the Wall
"Once moving in flocks of over a billion, enough to darken the skies, they've sadly been extinct since 1914",passenger pigeons
It's the point where 2 or more rivers join to flow as one,confluence
"Psalm 37 includes this point about humble people, also made by Jesus on the mount",the meek shall inherit the Earth
"Starting in 1940, the longest continuous sponsorship in broadcast history is this co.'s of the Met on radio",Texaco
In 1967 he replaced Nicholas Katzenbach as LBJ's attorney general,Ramsey Clark
"In children's tales, Winnie the Pooh got stuck in one & Alice fell through one",rabbit hole
"Named for a prominent feature, it's the bird seen here",the Roseate Spoonbill
"Seen here, this one at the Bellagio Hotel in Las Vegas is exquisite",conservatory
"This country's coastline, on the Gulf of Aden & the Indian Ocean, is the longest on the African continent",Somalia
The Viennese version of this dance was so fast it made dancers dizzy,the waltz
The turtle is the only reptile that has this obvious feature,a shell
It's the French region synonymous with sparkling wine,Champagne
A tent with a diagonal line over it means this is prohibited,camping
"""People meters"" were put into use measuring the popularity of these",television programs
"In their 1st musical number together, Ginger sang, he played the accordion & neither 1 of them danced",Fred Astaire
It's the group heard here:,the Vienna Boys' Choir
"Though all species have bony plates on both jaws, no living turtle has these",teeth
Kirin is a beer from this country,Japan
"An asterisk on a weather map doesn't refer you to the bottom, but indicates this condition",snowfall
"Gloomy yet ""colorful"" phrase that describes October 19, 1987",Black Monday
This comic actor produced a singing cowboy Western without his partner Ollie,(Stan) Laurel
"We tell you no ""tales"" --""Wienerwald"" is the German word for these",the Vienna Woods
"The snapping turtle snaps, not just to be mean, but because it can't do this for protection",draw its head inside its shell
Taxes on this liquor are reported to provide 17% of the U.S. Virgin Islands gov't budget,rum
"Number of people pictured in the standard ""school crossing"" sign",2
1 of the 1st headline stories of 1987 was the tragic fire at the DuPont Plaza Hotel on this island,Puerto Rico
Charles Black was dropped from the Social Register for marrying this ex-child star in 1950,Shirley Temple
"Bred since the 1500s, they're famous for performing airs above the ground",the Lipizzan Stallions
Some of the largest land turtles are found on these islands off the coast of Ecuador,the Galápagos Islands
"In the song, ""American Pie"", it's what ""them good ole boys were drinkin'""",whiskey & rye
Usual number of dots in an ellipsis,3
"With infrared gear, U.S. Army crews were able to prove that the vessel ""Iran Ajr"" was engaged in this",mine laying
The poster for this controversial 1956 film showed Carroll Baker sucking her thumb like an infant,Baby Doll
"This giant ride, the ""Riesenrad"", was featured in the film ""The Third Man""",a Ferris wheel (in the Prater)
The FDA bans sale of most pet turtles since they often carry this gastrointestinal disease bacteria,Salmonella
A district in Tuscany lent its name to this wine which comes in a straw-covered flask,chianti
"From the Latin ""radix"", meaning root, it's the name of the root symbol in mathematics",radical
A 1200 lb. man set out to lose 1000 lbs. with help of this comedian who runs a Bahamian nutrition clinic,Dick Gregory
The 2 husbands of Elizabeth Taylor who starred opposite her in films for which she won Oscars,Richard Burton & Eddie Fisher
"1st name of the Maugham title character ""Miss Thompson""",Sadie
"The 1st parks. called ""preserves"", were set aside for royalty as grounds for this pastime",hunting
"From ancient times, the Chinese have used this method of preventing smallpox",vaccination
"John Rolfe, who married Pocahontas, was 1st to grow this crop commercially in Virginia",tobacco
"The song that says, ""Turn around & you're 2, turn around & you're 4"" opens with this question",Where are you going (my little one)?
The Hardy-Rand-Rittler & Ishihara tests are to determine degrees of this,colorblindness
Brom Bones dressed up as this to scare the schoolmaster away from Katrina,the Headless Horseman
"Covering some 26,000 acres, the largest U.S. municipal park system belongs to this U.S. city",New York City
"Although arthroscopic surgery can be performed on many joints, it is most often done on this one",the knee
"Following in his father's footsteps, Paul Revere practiced this occupation",silversmith
"It follows ""I got rhythm, I got music, I got my man...""",who could ask for anything more?
Term for the ceremonial escort accompanying the flag bearer,the color guard
"Daniel Defoe title character who was a tart, a wife, a thief, a convict, then grew rich & lived honest",Moll Flanders
"New England's only national park, it shares its name with homeland of Longfellow's Evangeline",Acadia
"In the 1760s, 80,000 pairs of shoes per year were manufactured in the town of Lynn in this colony",Massachusetts
"Song which eventually asks, ""Where have all the graveyards gone?""","""Where Have All The Flowers Gone?"""
Technical name for a photographic slide,a color transparency
"""Requiem for a Nun"" was his sequel to ""Sanctuary""",Faulkner
Studies conducted at these gardens in Greater London helped to start the rubber industry,Kew Gardens
Gigantism & acromegaly are anterior lobe disorders of this gland,the pituitary
"Rather than towns & villages, early Maryland settlers built these medieval estates",manors
"1st question asked in ""The End Of The World"" is this astronomical one",Why does the sun go on shining? (Why does the sun keep on shining? accepted)
Equine idiom that means another matter completely,a horse of a different color
"In his 1940 classic Western novel, Walter Van Tilburg Clark sets his ""Incident"" in this valley",the Ox-Bow
"1st used by Aztec emperors, this park, largest in Mexico City, contains ""Los Pinos"", the president's home",Chapultepec
"The initials HMO, which have stood for heart minute output, now also stand for this",health maintenance organization
"Not actually one of the Pilgrims, he went with them to serve as their military leader",Miles Standish
"The song ""Shrimp Boats"" asks this question","Why don't you hurry, hurry, hurry home?"
"Though it's not technically a musical instrument, a clavilux is called this",a color organ
This island of 5 million has 3 million fewer people now than it had 150 years ago,Ireland
"On June 26, 1945 delegates of 50 countries signed a charter in San Francisco establishing this body",United Nations
"A fitted twin one of these measures 39"" x 75""",Bedsheet
It takes up an entire continent,Australia
James Coburn shot to fame in 1960 as part of this title film septet,The Magnificent Seven
"It advertises itself as ""Helping Consumers and Businesses to Maintain an Ethical Marketplace""",Better Business Bureau
To improvise a speech or performance on the spot,Ad-lib
"This ""Good Earth"" author was put on the good earth on June 26, 1892",Pearl S. Buck
"Computer users today usually use the 3.5"" types of these, but probably still remember the old 5.25"" type",Floppy disk
In 1998 Pope John Paul II concluded his visit to this country with a mass at the Plaza de la Revolucion,Cuba
"TV's Sergeant Bilko, he cavorted on film in ""Cover Girl"" (but not in the title role)",Phil Silvers
"Devotees of this pungent member of the lily family have their own organization, Lovers of the Stinking Rose",Garlic
"It's the ""instrument"" being ""played"" here:",Air guitar
"In Germany on June 26, 1963 JFK said, ""As a free man, I take pride in"" this 4-word phrase","""Ich bin ein Berliner"""
A mercury type of this weather instrument is reliable to within 0.03 inches,Barometer
"Its national anthem, ""San-Min-Chu-I"", was co-written by Dr. Sun Yat-sen",Taiwan
Ricki Lake appeared as a bridesmaid in this film that starred Melanie Griffith as an ambitious secretary,Working Girl
"The Greenport, New York-based National Association for this board game develops its official dictionary",Scrabble
Hound variety seen here:,Afghan
"He became King of England on June 26, 1483; just over 2 years later he was killed at Bosworth Field",Richard III
Men's sizes of these are based on the diameter of the sweatband if formed in a perfect circle,Hats
"""Please, Sir, I want"" this Polynesian island that dropped ""Western"" from its name in 1997",Samoa
"A child slave on film in ""The Ten Commandments"", Kathy Garver also played Buffy & Jody's sister on this sitcom",Family Affair
"Once known as the National Society for Crippled Children, it began issuing these fund-raising stamps in 1934",Easter Seals
"Hey, Bud!  He's the head monk",Abbot
"This Spanish conqueror was murdered in Lima on June 26, 1541",Francisco Pizarro
"Alvan Clark made a 36"" one of these for the Lick & a 40"" one for the Yerkes",Telescope
The Mozambique Channel separates this island nation from the African mainland,Madagascar
"Ian McKellen was crowned with a Golden Globe Award in 1997 for playing this czar in the HBO film ""Rasputin""",Nicholas II
"In 1923 this service club adopted its emblem, a gear wheel with 24 cogs & 6 spokes",Rotary Club
It means designed to reduce air resistance,Aerodynamic
"Angelina Jolie was No. 2 on this channel's ""100 Hottest Hotties""; probably won't see her on ""Flavor of Love"", though",VH1
This movement that included Shelley & Byron was based on the personal & the emotional,Romanticism
"Not surprisingly, Arm & Hammer's roll-on one of these contains baking soda",deodorant
"I brought 37 elephants on my 218 B.C. crossing of the Alps, but only 1 survived; I feel bad about that",Hannibal
The Kansas Statehood stamp from 1961 featured what else but this state flower,a sunflower
"It precedes ""easy"" when referring to an illegal barroom",speak
Her 2008 marriage to Jay-Z made millions of single men sad (like you guys really had a chance!),Beyoncé
"This philosophic movement concerned with ""being"" included people like Simone de Beauvoir & Kierkegaard",Existentialism
"Sure, it's the ""No. 1 denture cleaner in America"", but it also works great on toothbrushes",Polident
Do you think I sent my forces to win the 1798 Battle of the Pyramids because of my self-named complex?,Napoléon
"In 2008, a new stamp honored this Hollywood legend who would have turned 100",Bette Davis
"In song, do this ""Beethoven and dig these rhythm and blues""",roll over
"This Chinese-American was one of ""Charlie's Angels"" as Alex Munday",Lucy Liu
Thoreau & Emerson were members of this literary movement that believed in the innate goodness of man,Transcendentalism
"Breathe easier during a cold with Vicks' Cool Mist Ultrasonic one of these; it's ""whisper quiet""",humidifier
"I called Rommel a ""magnificent bastard"" on film; that may have hurt his feelings, but I did say I read his book",(George) Patton
An American Folklore stamp in 1974 honored this tale & featured the Headless Horseman & Ichabod Crane,"""The Legend of Sleepy Hollow"""
To pose for an artist painting your portrait,sit
"In 2009 this Mexican-born beauty played a sexy nurse on ""30 Rock""",Salma Hayek
Alejo Carpentier used this term for Latin American literature that has elements of the fantastic & the mundane,Magical Realism
"If you're committed to doing this, you might try the lozenge called Commit",stopping smoking
"I was relieved as Supreme Gen. of the Union Army in March 1862; I may be paranoid, but I think Burnside's after my job",McClellan
The Classic Movie Monsters stamps from 1997 included Bela Lugosi as him,Dracula
"4-letter term for ""hold it, I don't want any more blackjack cards""",stay
"Hail ""The Queen"", indeed!  In 2008 this 63-year-old actress was an Internet sensation with bikini pics of her in Italy",Helen Mirren
"It's not ridiculous--Ionesco's ""The Bald Soprano"" is an example of the Theater of this",the Absurd
"For allergies your doctor might prescribe this drug, from the Italian for ""lively"" or ""joyous""",Allegra
"My victories for Epirus over the Romans left me with a hollow, empty feeling; the price was too high",Pyrrhus
"In 1998 this magazine publisher who died in 1967 appeared on a 32-cent stamp; it was about ""Time""",(Henry) Luce
"Sorry I ducked out on your party; I feel like this, a contemptible person",heel
His 1974 knockout of supposedly invincible George Foreman in Zaire shocked the world,(Muhammad) Ali
The Nazarenes of 19th c. Germany wore biblical clothes & hairstyles & aimed to revive this wall painting method,fresco
"(Kelly of the Clue Crew shows a map on the monitor.)  For more than 100 years, this northern neighbor was a grand duchy ruled by Russia",Finland
"It's what ""CD-ROM"" stands for",compact disc read-only memory
"This ""Andromeda Strain"" author died in Los Angeles at 66",Michael Crichton
Straight up & down (8),vertical
"In 1937 he became the first African-Amer. heavyweight champ since Jack Johnson, with a K.O. of James J. Braddock",Joe Louis
"In the language of its creator, this sculpture is ""Le Penseur""",The Thinker
A 1966 treaty entitles this nation bordering China to Russian military help if it's ever invaded,Mongolia
"This programming language isn't a little worse than ""B minus""; it's a 1980s improvement of a language called ""Combined""",C++
"House Peters Jr., the original portrayer of this imposing P&G advertising icon, passed away at 92; call him Mr. this",Mr. Clean
A super-strict vegetarian (5),vegan
"On June 16, 1949 this ""Raging Bull"" TKOed Marcel Cerdan to take the middleweight title",Jake LaMotta
"In a 2006 film Stellan Skarsgard played this Spanish painter, with Randy Quaid as King Carlos IV",Goya
(Jimmy of the Clue Crew shows a map on the monitor.)  This country contains a strategic peninsula whose ownership is disputed between it & Russia,Ukraine
6-letter term for a program to be executed from within an application,applet
"Forest Ackerman, who coined this short term for a genre after hearing a radio announcer say ""hi fi"", died at 92",sci fi
"Short, pointed beard (7)",Vandyke
"In 1981, behind on all 3 scorecards, this welterweight came back with a TKO over Thomas Hearns in the 14th; sweet!","""Sugar"" Ray Leonard"
"""Madonna of the Long Neck"" was painted in 1534 but could have been the title for this Italian's works of the 19-teens",Modigliani
"Russia's longest border is its 4,250-mile one with this ""stan""",Kazakhstan
This type of local area network was named for the medium through which light waves were once thought to move,Ethernet
"Hang down your head: Nick Reynolds, a founding member of this clean-cut trio, sang his last harmony at 75",The Kingston Trio
Orchid with a tasty bean (7),vanilla
"In 1972 this Panamanian's ""Hands of Stone"" stopped Ken Buchanan to win the lightweight crown",Roberto Duran
"Joseph Smith, British consul in Venice, was a patron of this mid-17th century view painter",Canaletto
"(Sarah of the Clue Crew shows a map on the monitor.)  The small Russian enclave of Kaliningrad, home to one of Russia's ice-free European ports, borders this Baltic state to the east",Lithuania
"A Russian nobelist, he shuffled off this mortal gulag at age 89",Solzhenitsyn
"To ad lib, as a musician (4)",vamp
"The first edition of this collection of poems did not include ""The Last Tournament""; it was added in the 1870s",Idylls of the King
"Concerning the 1962 Cuban Missile Crisis, this Soviet leader said that ""Human reason won. Mankind won""",Khrushchev
It's what HBO stands for,Home Box Office
"Different types of this footwear include clogs, thongs & gladiators",sandals
Shaanxi & Jiangsu,China
"As a verb, it can mean ""to give shape to""; as a noun, it can mean ""that fuzzy green stuff on the bread""",mold
"In a classic of American fiction, these 2 boys get a $6,000 reward each after finding money that Injun Joe hid in a cave",Huckleberry Finn & Tom Sawyer
"In a 1965 message to Congress, he said, ""poverty has many roots, but the tap root is ignorance""",Lyndon Johnson
This cable channel gets its name from a Utah film festival,Sundance
"Before you saddle up, put on these riding pants: it's said that some folks git ""too big for"" them",britches
Bataan & Quezon,the Philippines
It's the comfortable-sounding name for the fuzzy item seen here on the teapot,a cozy
"In Julius Caesar's time, this standard Roman military unit comprised about 6,000 men",a legion
"In 1968 this mayor said, ""The police are not here to create disorder.  The police are here to preserve disorder""",(Richard) Daley
The Kids' Choice Awards is a slimy annual event on this channel,Nickelodeon
"In 1997, he launched his Tommy Jeans line for men",Tommy Hilfiger
Leon & Segovia,Spain
"This word for factual information is a Latin plural, but most English speakers treat it as singular",data
"In 1815 he sold his collection of more than 6,000 books to the Library of Congress for $23,950",Thomas Jefferson
"This Defense Sec. told reporters in 1966, ""the draft is the largest educational institution in the world""",(Robert) McNamara
"This cable channel launched on Feb. 2, 2000--appropriately, that's 02/02",the Oxygen Channel
"Inspired by WWII parachutists, this 1-piece garment combines shirt & pants, usually with a very long front zipper",a jumpsuit
Leinster & Munster,Ireland
"French for ""flea"", this 4-letter color is a dark brownish purple",puce
"In 1991 a 6,000-pound segment of this was put on display at the Reagan Library",the Berlin Wall
"This British PM from a publishing family wrote, ""I had ... no idea of the strange underworld"" of the Profumo affair",Harold MacMillan
"You can ""escape to chimp Eden"" on this channel",Animal Planet
"These leather shorts with a bib top, originally in a Tyrolean style, were popular for U.S. children in the late 1960s",Lederhosen
Limpopo & Northern Cape,South Africa
"A small boat with a flat bottom: when it follows ""John"", it's a kind of fish",a dory
"In the 1930s the Chinese Communist First Front Army staged the 6,000-mile retreat known as this",the Long March
"Pluto is another name for this god, whose name is now a term for Hell",Hades
"One of his many South African-themed songs from 1986's ""Graceland"" was ""Under African Skies""",Paul Simon
"The best-known residents at the National Zoo are Tian Tian & Mei Xiang, a pair of these",pandas
"The meter of Shakespeare's sonnets, it's 10 syllables, unstressed-stressed-unstressed-etc.",iambic pentameter
Chicken panang & chicken satay are signature dishes from this mostly Buddhist nation,Thailand
Challenges someone to a demonstration of courage,dares
He invented the syrinx or shepherd's flute & had a musical contest with Apollo,Pan
"Yes, Dorothy, this band had a No. 1 hit in 1983 singing ""I bless the rains down in Africa""",Toto
A highlight of the Edinburgh Zoo in Scotland is the afternoon parade of these black & white birds,penguins
"Coleridge said, ""God came up with a shout: our lord with the sound of a trumpet"" was an ideal hexameter, this many feet",6
"Oy!  I'm feeling verklempt; get me some chicken soup, popularly referred to as ""Jewish"" this cure-all",penicillin
"A phrase from the Old Testament mentions beating ""swords into"" these",plowshares
"Zeus' herald, he's the god of roads, travel & athletic contests",Hermes
"Kanye West took on the issue of blood diamonds in ""Diamonds From"" this African country",Sierra Leone
"One of the largest metropolitan zoos in the U.S., it opened in a New York City borough in 1899",the Bronx Zoo
"An example of dactylic meter is this poet's ""Forward, the light brigade!  Was there a man dismayed?""",Tennyson
"The French call this part of a chicken a ""pilon"" from this resemblance to a grinding pestle",the drumstick (leg accepted)
"Entangles by ropes or lies, probably not drums",ensnares
This goddess was wise indeed to aid Jason in his quest for the Golden Fleece,Athena
"Crosby, Stills & Nash were ""Traveling the train through clear Moroccan skies"" on this title locomotive",the Marrakesh Express
"Until his untimely death from a stingray's barb, he was director of the Australia Zoo in Queensland",Steve Irwin
"Anapestic meter, using a weak-weak-strong pattern, is heard in these opening words of a Clement Clarke Moore poem",'Twas The Night Before Christmas
"Open the door to the dandoor, one of these, & remove the tandoori chicken, a favorite of India",an oven
Turns an angry eye,glares
Hercules had to catch a gold-horned stag that was sacred to this goddess of the hunt,Artemis
A Peter Gabriel song is named for this activist whose 1977 death in a Pretoria jail turned him into a martyr,Stephen Biko
"Founded in 1752, the zoo at Schonbrunn Palace in this European capital calls itself the world's oldest zoo","Vienna, Austria"
Classical verse included metrical feet like this one of 2 unstressed syllables; it's also a type of costly victory,pyrrhic
Wrap some of this around a water chestnut & a piece of chicken liver & you've got the Japanese appetizer rumaki,bacon
"Despite their name, these 10-letter horses don't sulk--they're used for breeding",broodmares
He was the first U.S. president to be elected in an Olympic year,McKinley
"In a novel by Frances Hodgson Burnett, 7-year-old Cedric Errol inherits a title & is known as ""Little Lord"" this",Fauntleroy
"In this 2007 movie, Eddie Murphy finds himself agonizingly married to Eddie Murphy",Norbit
Columbus reaches South America for the first time,the 15th century
"Each state has its own version of this test, & in most cases, you have to pass it to practice law",the bar exam
It's the city where this civil rights march took place in August of 1963,"Washington, D.C."
"We can thank A.C. promoter George Westinghouse when we use this type of electricity, ""A.C."" for short",an alternating current
This classic is the first book in Madeleine L'Engle's Time Quartet,A Wrinkle in Time
"You might think the skits on ""Whose Line Is It Anyway?"" must be rehearsed, but it's real improv, short for this",improvisation
John Smith comes to Virginia to help found the Jamestown colony,the 17th century
"The A.C.T. college entrance exam includes a set of 4 multiple-choice tests covering English, science, reading & this",mathematics
"The promenade seen here was appropriate for the January 1st, 2007 Rose Parade with this director as Grand Marshall",George Lucas
"In the old days, a young male who assisted the priest at a Mass",an altar boy
"This story begins, ""All children, except one, grow up""",Peter Pan
Tune in this Comedy Central show to watch puppets make prank phone calls,Crank Yankers
The U.S. invades Cuba as part of the Spanish-American War,the 19th century
"To join this organization, you have to score in the upper 2% of the general population on an IQ test",Mensa
On June 17th the men seen here promenaded for this gal who turned 80 in 2006,Queen Elizabeth II
An angry or heated dispute,an altercation
"Completes the title of a classic about an African-American family ""Roll of Thunder...""",...Hear My Cry
"In ""Code Name: The Cleaner"", this ""entertainer"" isn't sure if he's a janitor or a secret agent",Cedric the Entertainer
The last emperor of China is forced to abdicate at the age of 6,the 20th century
The psychological test named for this Swiss man involves looking at pictures similar to the one seen here,a Rorschach test
Cavalry promenade through this Eastern European capital in the photo from 1941 seen here,Moscow
Spider-Man is this type of second self to Peter Parker,an alter ego
"""The Black Pearl"" & ""The Island of the Blue Dolphins"" are 2 classics by him",Scott O'Dell
"""From two of the six writers of 'Scary Movie'"" comes this parody of Willy Wonka, Narnia, etc.",Epic Movie
"The Magna Carta is signed, establishing a standard for the rule of law",the 13th century
"For the U.S. citizenship test, you should know things like the Constitution was written in this year",1787
Seen here are men in Times Square celebrating V.J. Day in August of this year,1945
This is the unselfish concern for or devotion to the welfare of others,altruism
"(Cheryl of the Clue Crew reports from Regent's Park.)  Regent's Park was a hunting ground for this 16th century king, who it was said never hunted without tiring 8 or 10 horses",Henry VIII
He was 18 in 1994 when he won the first of his 3 U.S. Amateur Golf Championships,Tiger Woods
"In the wild in Mexico, this Christmas plant, Euphorbia pulcherrima, may grow to a height of 15 feet",poinsettia
"The song ""Oh Susanna"" says, ""I come from Alabama"" with this ""on my knee""",a banjo
Charles Schumer is New York's senior senator; she's the state's junior senator,Hillary Clinton
"This adjective precedes ""grace"" in the name of a hymn",amazing
"You can visit several of these historic structures like Kensington, where Princess Diana lived",a palace
"In 1980 at age 19 this ""Great One"" of the NHL won the first of his 9 MVP awards",Wayne Gretzky
The ponderosa is one of the most widely distributed American species of this conifer,a pine
Kamaka Hawaii is a well-known maker of this instrument that looks like a small guitar,a ukelele
The bipartisan campaign reform act of 2001 was co-sponsored by Wisconsin senator Russ Feingold & this Arizonan,John McCain
"This adjective, from the Latin for ""flowing"", means ""able to speak or write smoothly"", as a foreign language",fluent
(Cheryl of the Clue Crew reports from Hyde Park.)  Famous men who orated here at Hyde Park's Speaker's Corner include Friedrich Engels & this 1848 Engels co-author,Karl Marx
"A 9-time U.S. figure skating champ, this Asian-American was an alternate to the 1994 Olympics as a 13-year-old",Michelle Kwan
"Horses, cattle, & sheep can be poisoned by eating this weed whose name comes from the Spanish for ""crazy""",locoweed
"When Viola uses her viola, she's playing this many strings",4
In January 2007 this democrat from Nevada became the new Senate Majority Leader,Harry Reid
"This 10-letter adjective meaning ""extraordinarily great in size"" comes from the Latin for ""to shake""",tremendous
"Arthur Wellesley, 1st Duke of this, was known as a soldier but had an eye for art, as you can see at Apsley House",Wellington
"Born in San Diego in 1986, this redheaded snowboarder was the 2003 U.S. Open Slopestyle champ",Shaun White
"To keep them from drying out, orchids & other rare plants are potted in this moss found in bogs",peat
In 1934 Laurens Hammond invented an electric one of these musical instruments without pipes,an organ
In 2000 this Connecticut senator became the first Jewish candidate on a major party ticket,(Joe) Lieberman
This adjective is used to describe a tree that sheds its leaves annually,deciduous
"(Cheryl of the Clue Crew reports from Temple Gardens.)  According to Shakespeare, these conflicts began with the plucking of 2 flowers here in the Temple Gardens",the Wars of the Roses
He's the teen sensation Major League Soccer star seen here; we bid you...,Freddy Adu
"A variety of this state tree of Mississippi is the cucumber tree, which gets its name from the shape of its fruits",the magnolia
Around 1709 Cristofori became a key player in this new instrument's history,piano
Former Homeland Security Committee Chairperson Susan Collins represents this New England state,Maine
"This adjective that means weirdly frightening comes from Old English for ""cowardly""",eerie
It was written for American schoolkids to recite on the dedication day of the Chicago World's Fair,The Pledge of Allegiance
"For a few years in the 1890s, this future prime minister was heir presumptive to the Dukedom of Marlborough",(Winston) Churchill
"In an animated 1987 TV special, this Space Age family traveled back in time to meet the Flintstones",The Jetsons
Most recipes for this candy end with: spread into thin layer; let cool; snap into pieces,peanut brittle
"Mongolia, Malta, Malawi",Malawi
JFK was awarded one of these for wounds he received near the Solomon Islands during WWII,a Purple Heart
"Bench presses build up the pecs, short for these",pectorals
"This Ohio city was called the ""Queen of the West"" even before a Longfellow poem popularized the nickname",Cincinnati
"According to his theme song, this quadruped ""will never speak unless he has something to say""",Mr. Ed
"With 500 of these units in one serving, a peanut paste called Plumpy'nut can put 2 lbs. a week on a malnourished kid",calories
"Nepal, Nicaragua, Norway",Nicaragua
"In 1984 ""Baby Fae"" received a heart transplant from one of these animals",a baboon
"The ""Random House Historical Dictionary of American Slang"" has an 1896 citation of ""diff"" as short for this",difference
The fabled emerald mines named for this ancient queen were rediscovered around 1818,Cleopatra
